STN,YYYYMMDD,TG,SQ,Q,date,day_nr
380,20010101,500,0,690000,2001-01-01,1
380,20010102,920,38,2950000,2001-01-02,2
380,20010103,670,19,2550000,2001-01-03,3
380,20010104,790,2,1410000,2001-01-04,4
380,20010105,830,0,410000,2001-01-05,5
380,20010106,600,5,860000,2001-01-06,6
380,20010107,500,10,1720000,2001-01-07,7
380,20010108,380,32,3160000,2001-01-08,8
380,20010109,380,4,1970000,2001-01-09,9
380,20010110,210,0,1060000,2001-01-10,10
380,20010111,250,2,1130000,2001-01-11,11
380,20010112,30,72,4960000,2001-01-12,12
380,20010113,-80,72,5230000,2001-01-13,13
380,20010114,-160,71,5750000,2001-01-14,14
380,20010115,-170,75,5290000,2001-01-15,15
380,20010116,-290,73,5030000,2001-01-16,16
380,20010117,-370,70,5010000,2001-01-17,17
380,20010118,110,5,2210000,2001-01-18,18
380,20010119,130,0,2200000,2001-01-19,19
380,20010120,0,6,1700000,2001-01-20,20
380,20010121,-30,41,3950000,2001-01-21,21
380,20010122,660,3,1480000,2001-01-22,22
380,20010123,860,17,3030000,2001-01-23,23
380,20010124,860,7,2410000,2001-01-24,24
380,20010125,610,0,1480000,2001-01-25,25
380,20010126,500,10,2550000,2001-01-26,26
380,20010127,390,9,1430000,2001-01-27,27
380,20010128,290,60,5380000,2001-01-28,28
380,20010129,290,12,2350000,2001-01-29,29
380,20010130,140,12,2790000,2001-01-30,30
380,20010131,170,13,3290000,2001-01-31,31
380,20010201,-70,17,3670000,2001-02-01,32
380,20010202,20,0,1530000,2001-02-02,33
380,20010203,410,0,980000,2001-02-03,34
380,20010204,700,0,980000,2001-02-04,35
380,20010205,920,5,2580000,2001-02-05,36
380,20010206,1090,0,1860000,2001-02-06,37
380,20010207,980,21,4170000,2001-02-07,38
380,20010208,1040,40,5350000,2001-02-08,39
380,20010209,360,40,6960000,2001-02-09,40
380,20010210,290,44,5450000,2001-02-10,41
380,20010211,910,19,3320000,2001-02-11,42
380,20010212,1090,12,4480000,2001-02-12,43
380,20010213,540,20,3530000,2001-02-13,44
380,20010214,360,44,5970000,2001-02-14,45
380,20010215,570,90,9120000,2001-02-15,46
380,20010216,350,50,5730000,2001-02-16,47
380,20010217,360,0,1210000,2001-02-17,48
380,20010218,210,3,2790000,2001-02-18,49
380,20010219,380,24,4070000,2001-02-19,50
380,20010220,480,14,4730000,2001-02-20,51
380,20010221,520,0,1340000,2001-02-21,52
380,20010222,510,17,4380000,2001-02-22,53
380,20010223,220,40,6990000,2001-02-23,54
380,20010224,-80,48,7610000,2001-02-24,55
380,20010225,-90,76,11730000,2001-02-25,56
380,20010226,80,45,8320000,2001-02-26,57
380,20010227,200,35,6220000,2001-02-27,58
380,20010228,420,58,7820000,2001-02-28,59
380,20010301,250,16,5470000,2001-03-01,60
380,20010302,190,32,6690000,2001-03-02,61
380,20010303,-10,0,2670000,2001-03-03,62
380,20010304,130,0,3220000,2001-03-04,63
380,20010305,200,9,5140000,2001-03-05,64
380,20010306,410,101,13140000,2001-03-06,65
380,20010307,920,20,6620000,2001-03-07,66
380,20010308,960,4,2580000,2001-03-08,67
380,20010309,990,14,5500000,2001-03-09,68
380,20010310,1050,3,3950000,2001-03-10,69
380,20010311,1190,6,4170000,2001-03-11,70
380,20010312,870,35,7360000,2001-03-12,71
380,20010313,570,23,5530000,2001-03-13,72
380,20010314,610,46,8590000,2001-03-14,73
380,20010315,740,6,6240000,2001-03-15,74
380,20010316,960,24,8010000,2001-03-16,75
380,20010317,700,0,3610000,2001-03-17,76
380,20010318,780,7,3800000,2001-03-18,77
380,20010319,270,32,8110000,2001-03-19,78
380,20010320,190,31,8900000,2001-03-20,79
380,20010321,520,4,3350000,2001-03-21,80
380,20010322,710,1,4050000,2001-03-22,81
380,20010323,1020,14,3470000,2001-03-23,82
380,20010324,920,8,6680000,2001-03-24,83
380,20010325,300,0,1370000,2001-03-25,84
380,20010326,240,0,3620000,2001-03-26,85
380,20010327,420,39,11070000,2001-03-27,86
380,20010328,810,48,12150000,2001-03-28,87
380,20010329,640,17,6790000,2001-03-29,88
380,20010330,670,25,8320000,2001-03-30,89
380,20010331,960,54,11820000,2001-03-31,90
380,20010401,1270,76,15170000,2001-04-01,91
380,20010402,1540,118,19590000,2001-04-02,92
380,20010403,1220,31,9490000,2001-04-03,93
380,20010404,910,25,8030000,2001-04-04,94
380,20010405,730,37,9850000,2001-04-05,95
380,20010406,1120,11,7790000,2001-04-06,96
380,20010407,890,57,12090000,2001-04-07,97
380,20010408,740,16,8200000,2001-04-08,98
380,20010409,850,0,4970000,2001-04-09,99
380,20010410,840,17,7410000,2001-04-10,100
380,20010411,780,0,4410000,2001-04-11,101
380,20010412,500,28,9610000,2001-04-12,102
380,20010413,290,16,9690000,2001-04-13,103
380,20010414,170,61,15330000,2001-04-14,104
380,20010415,740,22,8350000,2001-04-15,105
380,20010416,640,27,10480000,2001-04-16,106
380,20010417,610,10,8800000,2001-04-17,107
380,20010418,470,40,11160000,2001-04-18,108
380,20010419,320,60,15240000,2001-04-19,109
380,20010420,360,32,13460000,2001-04-20,110
380,20010421,510,50,15160000,2001-04-21,111
380,20010422,690,93,21810000,2001-04-22,112
380,20010423,890,20,11460000,2001-04-23,113
380,20010424,1020,51,13940000,2001-04-24,114
380,20010425,1030,26,9770000,2001-04-25,115
380,20010426,1010,48,12740000,2001-04-26,116
380,20010427,940,0,7060000,2001-04-27,117
380,20010428,1090,40,12680000,2001-04-28,118
380,20010429,1200,37,15070000,2001-04-29,119
380,20010430,1490,49,17410000,2001-04-30,120
380,20010501,1310,3,6830000,2001-05-01,121
380,20010502,1530,82,20720000,2001-05-02,122
380,20010503,1560,48,15190000,2001-05-03,123
380,20010504,910,0,2470000,2001-05-04,124
380,20010505,840,27,15660000,2001-05-05,125
380,20010506,930,37,14660000,2001-05-06,126
380,20010507,1230,79,23570000,2001-05-07,127
380,20010508,1150,31,14850000,2001-05-08,128
380,20010509,1680,133,25600000,2001-05-09,129
380,20010510,1910,140,27050000,2001-05-10,130
380,20010511,1880,128,26970000,2001-05-11,131
380,20010512,1860,140,27200000,2001-05-12,132
380,20010513,1930,133,25880000,2001-05-13,133
380,20010514,1460,25,12600000,2001-05-14,134
380,20010515,1450,107,23980000,2001-05-15,135
380,20010516,1370,67,14640000,2001-05-16,136
380,20010517,1310,71,18250000,2001-05-17,137
380,20010518,1040,2,4580000,2001-05-18,138
380,20010519,1250,52,15550000,2001-05-19,139
380,20010520,1250,137,27900000,2001-05-20,140
380,20010521,1320,128,27100000,2001-05-21,141
380,20010522,1370,143,28180000,2001-05-22,142
380,20010523,1680,146,28590000,2001-05-23,143
380,20010524,1860,144,28010000,2001-05-24,144
380,20010525,1660,110,27420000,2001-05-25,145
380,20010526,1950,91,24450000,2001-05-26,146
380,20010527,1810,44,17670000,2001-05-27,147
380,20010528,1970,55,17340000,2001-05-28,148
380,20010529,1890,125,27880000,2001-05-29,149
380,20010530,1740,67,21340000,2001-05-30,150
380,20010531,1450,84,21470000,2001-05-31,151
380,20010601,1350,53,18070000,2001-06-01,152
380,20010602,1120,9,6230000,2001-06-02,153
380,20010603,950,48,17150000,2001-06-03,154
380,20010604,1170,17,13020000,2001-06-04,155
380,20010605,1630,125,28170000,2001-06-05,156
380,20010606,1660,53,19800000,2001-06-06,157
380,20010607,1300,10,9030000,2001-06-07,158
380,20010608,1280,28,15330000,2001-06-08,159
380,20010609,1260,115,27260000,2001-06-09,160
380,20010610,1240,49,16930000,2001-06-10,161
380,20010611,1260,62,20690000,2001-06-11,162
380,20010612,1460,83,20690000,2001-06-12,163
380,20010613,1550,57,19250000,2001-06-13,164
380,20010614,1750,90,22810000,2001-06-14,165
380,20010615,1730,44,16910000,2001-06-15,166
380,20010616,1590,77,20720000,2001-06-16,167
380,20010617,1430,22,10230000,2001-06-17,168
380,20010618,1310,1,7840000,2001-06-18,169
380,20010619,1330,102,28160000,2001-06-19,170
380,20010620,1690,121,28350000,2001-06-20,171
380,20010621,1570,82,23540000,2001-06-21,172
380,20010622,1380,46,17670000,2001-06-22,173
380,20010623,1510,97,23350000,2001-06-23,174
380,20010624,1990,106,24740000,2001-06-24,175
380,20010625,2070,140,27660000,2001-06-25,176
380,20010626,2310,141,28170000,2001-06-26,177
380,20010627,2100,43,13970000,2001-06-27,178
380,20010628,1890,66,22960000,2001-06-28,179
380,20010629,2090,103,23690000,2001-06-29,180
380,20010630,1990,37,12530000,2001-06-30,181
380,20010701,1860,81,21930000,2001-07-01,182
380,20010702,1810,5,10330000,2001-07-02,183
380,20010703,2060,152,29880000,2001-07-03,184
380,20010704,2230,152,30370000,2001-07-04,185
380,20010705,2450,104,24330000,2001-07-05,186
380,20010706,2290,53,19560000,2001-07-06,187
380,20010707,1940,36,16510000,2001-07-07,188
380,20010708,1650,0,3170000,2001-07-08,189
380,20010709,1690,52,19170000,2001-07-09,190
380,20010710,1910,43,19310000,2001-07-10,191
380,20010711,1630,103,22120000,2001-07-11,192
380,20010712,1520,53,14720000,2001-07-12,193
380,20010713,1570,41,18790000,2001-07-13,194
380,20010714,1480,0,6040000,2001-07-14,195
380,20010715,1540,47,20020000,2001-07-15,196
380,20010716,1580,52,19460000,2001-07-16,197
380,20010717,1750,67,20760000,2001-07-17,198
380,20010718,1650,42,16040000,2001-07-18,199
380,20010719,1530,14,11580000,2001-07-19,200
380,20010720,1430,18,9150000,2001-07-20,201
380,20010721,1650,23,14530000,2001-07-21,202
380,20010722,2170,37,17760000,2001-07-22,203
380,20010723,2020,75,19140000,2001-07-23,204
380,20010724,2100,103,23190000,2001-07-24,205
380,20010725,2180,116,25740000,2001-07-25,206
380,20010726,2190,55,19040000,2001-07-26,207
380,20010727,2310,61,18020000,2001-07-27,208
380,20010728,2230,107,23420000,2001-07-28,209
380,20010729,2120,108,25030000,2001-07-29,210
380,20010730,2380,121,23770000,2001-07-30,211
380,20010731,2190,79,20290000,2001-07-31,212
380,20010801,1820,96,23430000,2001-08-01,213
380,20010802,2170,65,19340000,2001-08-02,214
380,20010803,1990,49,14890000,2001-08-03,215
380,20010804,1710,61,17880000,2001-08-04,216
380,20010805,1690,60,17290000,2001-08-05,217
380,20010806,1790,14,10130000,2001-08-06,218
380,20010807,1790,9,10150000,2001-08-07,219
380,20010808,1650,56,16020000,2001-08-08,220
380,20010809,1580,38,15050000,2001-08-09,221
380,20010810,1420,33,14220000,2001-08-10,222
380,20010811,1600,78,19810000,2001-08-11,223
380,20010812,1920,55,17510000,2001-08-12,224
380,20010813,2050,46,13730000,2001-08-13,225
380,20010814,2330,132,23550000,2001-08-14,226
380,20010815,2590,114,21900000,2001-08-15,227
380,20010816,1940,47,11680000,2001-08-16,228
380,20010817,1880,127,23830000,2001-08-17,229
380,20010818,2100,70,18920000,2001-08-18,230
380,20010819,2010,65,18110000,2001-08-19,231
380,20010820,1880,18,12710000,2001-08-20,232
380,20010821,2090,87,19190000,2001-08-21,233
380,20010822,2240,98,19720000,2001-08-22,234
380,20010823,2350,77,17910000,2001-08-23,235
380,20010824,2420,119,20580000,2001-08-24,236
380,20010825,2560,116,21020000,2001-08-25,237
380,20010826,2610,99,19600000,2001-08-26,238
380,20010827,1850,65,16610000,2001-08-27,239
380,20010828,1550,117,21600000,2001-08-28,240
380,20010829,1670,107,21090000,2001-08-29,241
380,20010830,1520,14,6790000,2001-08-30,242
380,20010831,1540,29,11090000,2001-08-31,243
380,20010901,1470,18,8090000,2001-09-01,244
380,20010902,1410,10,6590000,2001-09-02,245
380,20010903,1570,0,4100000,2001-09-03,246
380,20010904,1360,22,9810000,2001-09-04,247
380,20010905,1350,27,9800000,2001-09-05,248
380,20010906,1370,18,6030000,2001-09-06,249
380,20010907,1430,7,5290000,2001-09-07,250
380,20010908,1330,31,9120000,2001-09-08,251
380,20010909,1030,53,12130000,2001-09-09,252
380,20010910,1130,24,9090000,2001-09-10,253
380,20010911,1230,33,10280000,2001-09-11,254
380,20010912,1470,11,6090000,2001-09-12,255
380,20010913,1340,15,7860000,2001-09-13,256
380,20010914,1250,25,7960000,2001-09-14,257
380,20010915,1200,26,7390000,2001-09-15,258
380,20010916,1060,21,9330000,2001-09-16,259
380,20010917,1020,25,8880000,2001-09-17,260
380,20010918,1070,61,10750000,2001-09-18,261
380,20010919,1160,13,4090000,2001-09-19,262
380,20010920,1270,10,4080000,2001-09-20,263
380,20010921,1200,35,8750000,2001-09-21,264
380,20010922,1030,38,9420000,2001-09-22,265
380,20010923,1140,29,7530000,2001-09-23,266
380,20010924,1240,60,12310000,2001-09-24,267
380,20010925,1200,30,9510000,2001-09-25,268
380,20010926,1260,56,11650000,2001-09-26,269
380,20010927,1500,11,4870000,2001-09-27,270
380,20010928,1470,82,12420000,2001-09-28,271
380,20010929,1480,46,9100000,2001-09-29,272
380,20010930,1600,53,11970000,2001-09-30,273
380,20011001,1710,1,4010000,2001-10-01,274
380,20011002,1820,23,6750000,2001-10-02,275
380,20011003,1450,19,5910000,2001-10-03,276
380,20011004,1300,52,10110000,2001-10-04,277
380,20011005,1400,53,10330000,2001-10-05,278
380,20011006,1680,49,9820000,2001-10-06,279
380,20011007,1570,39,8740000,2001-10-07,280
380,20011008,1420,45,7960000,2001-10-08,281
380,20011009,1360,10,5240000,2001-10-09,282
380,20011010,1340,84,11010000,2001-10-10,283
380,20011011,1410,79,10310000,2001-10-11,284
380,20011012,1520,98,10940000,2001-10-12,285
380,20011013,1770,72,8730000,2001-10-13,286
380,20011014,1680,53,7780000,2001-10-14,287
380,20011015,1730,53,8600000,2001-10-15,288
380,20011016,1390,78,9910000,2001-10-16,289
380,20011017,1320,44,7390000,2001-10-17,290
380,20011018,1560,43,7560000,2001-10-18,291
380,20011019,1590,59,8260000,2001-10-19,292
380,20011020,1490,23,5340000,2001-10-20,293
380,20011021,1420,29,5510000,2001-10-21,294
380,20011022,1290,64,7890000,2001-10-22,295
380,20011023,1250,0,2000000,2001-10-23,296
380,20011024,1230,19,5530000,2001-10-24,297
380,20011025,1310,18,5000000,2001-10-25,298
380,20011026,1290,69,8040000,2001-10-26,299
380,20011027,1330,6,3200000,2001-10-27,300
380,20011028,1070,1,2140000,2001-10-28,301
380,20011029,1120,18,4750000,2001-10-29,302
380,20011030,1520,70,7290000,2001-10-30,303
380,20011031,1200,11,2580000,2001-10-31,304
380,20011101,830,60,6770000,2001-11-01,305
380,20011102,710,85,7790000,2001-11-02,306
380,20011103,710,67,6820000,2001-11-03,307
380,20011104,690,62,5870000,2001-11-04,308
380,20011105,780,55,5970000,2001-11-05,309
380,20011106,850,0,1080000,2001-11-06,310
380,20011107,980,1,1660000,2001-11-07,311
380,20011108,610,7,2140000,2001-11-08,312
380,20011109,240,47,5650000,2001-11-09,313
380,20011110,50,56,6280000,2001-11-10,314
380,20011111,280,0,1460000,2001-11-11,315
380,20011112,750,0,850000,2001-11-12,316
380,20011113,540,6,2520000,2001-11-13,317
380,20011114,280,40,4490000,2001-11-14,318
380,20011115,-80,71,6150000,2001-11-15,319
380,20011116,330,0,1690000,2001-11-16,320
380,20011117,440,9,2640000,2001-11-17,321
380,20011118,380,22,3550000,2001-11-18,322
380,20011119,480,25,3830000,2001-11-19,323
380,20011120,620,0,1770000,2001-11-20,324
380,20011121,700,7,2020000,2001-11-21,325
380,20011122,600,0,630000,2001-11-22,326
380,20011123,340,39,4450000,2001-11-23,327
380,20011124,480,0,580000,2001-11-24,328
380,20011125,910,0,970000,2001-11-25,329
380,20011126,690,0,550000,2001-11-26,330
380,20011127,380,7,2130000,2001-11-27,331
380,20011128,600,31,3110000,2001-11-28,332
380,20011129,730,0,880000,2001-11-29,333
380,20011130,1120,0,770000,2001-11-30,334
380,20011201,1170,12,1650000,2001-12-01,335
380,20011202,830,0,1750000,2001-12-02,336
380,20011203,920,0,950000,2001-12-03,337
380,20011204,890,3,840000,2001-12-04,338
380,20011205,810,0,1670000,2001-12-05,339
380,20011206,690,19,2060000,2001-12-06,340
380,20011207,130,24,2790000,2001-12-07,341
380,20011208,60,70,4380000,2001-12-08,342
380,20011209,-10,70,4460000,2001-12-09,343
380,20011210,0,30,3160000,2001-12-10,344
380,20011211,160,0,940000,2001-12-11,345
380,20011212,230,0,700000,2001-12-12,346
380,20011213,90,7,1590000,2001-12-13,347
380,20011214,-460,68,4170000,2001-12-14,348
380,20011215,-280,29,2550000,2001-12-15,349
380,20011216,-80,46,3560000,2001-12-16,350
380,20011217,-130,0,1010000,2001-12-17,351
380,20011218,80,0,890000,2001-12-18,352
380,20011219,280,0,840000,2001-12-19,353
380,20011220,50,63,4090000,2001-12-20,354
380,20011221,200,0,300000,2001-12-21,355
380,20011222,70,3,1010000,2001-12-22,356
380,20011223,-440,65,4440000,2001-12-23,357
380,20011224,60,0,640000,2001-12-24,358
380,20011225,440,2,430000,2001-12-25,359
380,20011226,30,0,640000,2001-12-26,360
380,20011227,70,2,1400000,2001-12-27,361
380,20011228,590,24,2230000,2001-12-28,362
380,20011229,80,0,720000,2001-12-29,363
380,20011230,-20,2,1040000,2001-12-30,364
380,20011231,-200,10,2020000,2001-12-31,365
